StructuredCallEntryID,Exchange,ExchSegment,ScripCode,Price,StopLoss,TargetPrice,Validity,RRRValue,InternalRemark,Header,CallType,CategoryID,SubCategoryID,UserID,InsertionTime,IsActive,Attachment,Status,StatusDescreption,BuySell,SendTo,ScripName,ImageURL,ModifiedDT,LastTradedPrice,CallClosedBy,CallClosedDT,CallClosedLTP
11504,MCX,FUTCOMM,438894,290.90,293.50,286.00,24-01-2025 00:00:00,NA,BOOK FULL PROFIT 288.70,ENERGY NATGASM SELL CALL ,Calls,2,9,14,22-01-2025 18:10:37,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 25 Feb 2025,,22-01-2025 18:10:37,0.00,,,0.00
11505,MCX,OPTCOMM,442350,250.00,290,100.00,22-01-2025 00:00:00,NA,,SELL GOLDM 79000PE ,Calls,2,9,19,22-01-2025 19:11:52,True,,Closed,EXIT GOLDM 79000PE SHORT AT 240—230.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 PE 79000.00,,22-01-2025 19:11:52,0.00,,,0.00
11506,MCX,OPTCOMM,442300,732.00,820,580.00,24-01-2025 00:00:00,NA,BOOK FULL PROFIT 710,BULLION GOLDM CE SELL ,Calls,2,9,14,22-01-2025 20:25:44,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 CE 79000.00,,22-01-2025 20:25:44,0.00,,,0.00
11507,NSE,OPT,54780,58.00,40,98.00,23-01-2025 00:00:00,NA,Target Achieved 98,Risky Buy 23100 CE @ 58  ,Calls,2,9,20,23-01-2025 09:32:47,True,,Closed,Target Achieved 98,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 23 Jan 2025 CE 23100.00,,23-01-2025 09:32:47,0.00,,,0.00
11508,NSE,OPT,39483,472.00,420,572.00,23-01-2025 00:00:00,NA,TARGET DONE,Risky Buy BNF 48800 CE @ 472   ,Calls,2,9,20,23-01-2025 09:45:27,True,,Closed,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 30 Jan 2025 CE 48800.00,,23-01-2025 09:45:27,0.00,,,0.00
11509,NSE,FUTSTK,40361,547.50,540,565.00,23-01-2025 00:00:00,NA,Book Profit and exit at 557,Equity Futures- Buy BSOFT 30 Jan 2025 ,Calls,2,9,34,23-01-2025 09:53:12,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BSOFT 30 Jan 2025,,23-01-2025 09:53:12,0.00,,,0.00
11510,NSE,EQUITY,317,7435.00,7325,7625.00,06-02-2025 00:00:00,NA,,STOCK OF THE DAY- BAJAJ FINANCE,Calls,1,6,24,23-01-2025 09:59:15,True,,Closed,Take Profit @8987.00,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BAJFINANCE,,04-06-2025 18:50:29,0.00,Auto,04-06-2025 18:50:29,8987.00
11511,NSE,EQUITY,6994,540.00,438,686.00,28-03-2025 00:00:00,NA,,Value Invest : BIRLASOFT ,Calls,1,8,22,23-01-2025 10:08:19,True,,Closed,SL Hit @402.95,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BSOFT,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,402.95
11512,NSE,EQUITY,14947,751.10,746.9,757.60,23-01-2025 00:00:00,NA,,Intraday Trade : MOTILALOFS ,Calls,2,9,22,23-01-2025 10:20:33,True,,Closed,TARGET DONE,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MOTILALOFS,,23-01-2025 10:20:33,0.00,,,0.00
11513,NSE,FUTSTK,41165,5496.40,5450,5590.00,23-01-2025 00:00:00,NA,,Equity Future- Buy LTTS 30 Jan 2025,Calls,2,9,34,23-01-2025 10:28:29,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LTTS 30 Jan 2025,,23-01-2025 10:28:29,0.00,,,0.00
11514,MCX,OPTCOMM,430916,2812.00,2680,3200.00,23-01-2025 00:00:00,NA,,Exit Buy; Sell MCX OPTFUT SILVERM 19FEB2025 91000.,Calls,2,9,26,23-01-2025 10:46:57,True,,Closed,Exit Buy; Sell MCX OPTFUT SILVERM 19FEB2025 91000.00 CE @ 2863.00,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 19 Feb 2025 CE 91000.00,,23-01-2025 10:46:57,0.00,,,0.00
11515,NSE,FUTSTK,42526,1715.85,1705,1735.00,23-01-2025 00:00:00,NA,Book Profit and exit at 1725.5,Equity future- buy TECHM 30 Jan 2025 ,Calls,2,9,34,23-01-2025 10:47:10,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TECHM 30 Jan 2025,,23-01-2025 10:47:10,0.00,,,0.00
11516,NSE,EQUITY,21690,15130.00,14820,16254.00,15-02-2025 00:00:00,NA,,Wealth Edge: Buy Dixon,Calls,1,7,32,23-01-2025 10:58:16,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",DIXON,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,14956.00
11517,NSE,OPT,54856,18.00,12,30.00,23-01-2025 00:00:00,NA,,Risky Buy Nifty 23200 PE @ 18,Calls,2,9,20,23-01-2025 11:03:35,True,,Closed,Risky Buy Nifty 23200 PE @ 18,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 23 Jan 2025 PE 23200.00,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11518,NSE,EQUITY,7229,1809.00,1793,1840.00,24-01-2025 00:00:00,NA,BOOK PROFIT @ 1828,BUY HCLTECH @ 1809 ,Calls,2,10,35,23-01-2025 11:31:11,True,,Closed,BOOK PROFIT @ 1828,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HCLTECH,,23-01-2025 11:31:11,0.00,,,0.00
11519,MCX,OPTCOMM,442300,668.00,625,800.00,23-01-2025 00:00:00,NA,,Exit Buy; Sell MCX OPTFUT GOLDM 27JAN2025 79000.00,Calls,2,9,26,23-01-2025 11:57:13,True,,Closed,Exit Buy; Sell MCX OPTFUT GOLDM 27JAN2025 79000.00 CE @ 688.00,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 CE 79000.00,,23-01-2025 11:57:13,0.00,,,0.00
11520,NSE,EQUITY,547,5015.00,4800,5500.00,30-01-2025 00:00:00,NA,,STOCK FUTURES- BUY BRITANNIA JAN FUT ,Calls,2,10,24,23-01-2025 12:05:58,True,,Closed,BOOK PROFITS IN BRITANNIA JAN FUT@5055,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BRITANNIA,,23-01-2025 12:05:58,0.00,,,0.00
11521,MCX,OPTCOMM,441873,16.45,15.25,20.00,23-01-2025 00:00:00,NA,,Exit Buy; Sell MCX OPTFUT NATURALGAS 24JAN2025 355,Calls,2,9,26,23-01-2025 12:17:43,True,,Closed,Exit Buy; Sell MCX OPTFUT NATURALGAS 24JAN2025 355.00 PE @ 17.05,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATURALGAS 24 Jan 2025 CE 355.00,,23-01-2025 12:17:43,0.00,,,0.00
11522,NSE,FUTSTK,35339,6950.40,6911.8,7050.00,24-01-2025 00:00:00,NA,,Equity Futures- Buy APOLLOHOSP 30 Jan 2025,Calls,2,9,34,23-01-2025 12:25:17,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",APOLLOHOSP 30 Jan 2025,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11523,NSE,FUTSTK,40855,5085.55,5060,5170.00,24-01-2025 00:00:00,NA,Book Profit and exit at 5154,Equity Futures- Buy EICHERMOT 30 Jan 2025  ,Calls,2,9,34,23-01-2025 12:37:02,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",EICHERMOT 30 Jan 2025,,23-01-2025 12:37:02,0.00,,,0.00
11524,NSE,EQUITY,317,7455.00,7320,7710.00,29-01-2025 00:00:00,NA,,BUY BAJFINANCE @ 7455  ,Calls,2,10,35,23-01-2025 12:39:40,True,,Closed,book profits @ 7490,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BAJFINANCE,,23-01-2025 12:39:40,0.00,,,0.00
11525,NSE,FUTSTK,40841,715.00,704,742.00,30-01-2025 00:00:00,NA,,Momentum Edge: Stock Future  ,Calls,2,10,32,23-01-2025 12:49:27,True,,Closed,SL triggered,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",DLF 30 Jan 2025,,23-01-2025 12:49:27,0.00,,,0.00
11526,NSE,EQUITY,7390,739.00,720,780.00,31-01-2025 00:00:00,NA,,Momentum call -Buy SUPRIYA at 739-741,Calls,2,10,33,23-01-2025 12:49:47,True,,Closed,SL Hit @699.70,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SUPRIYA,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,699.70
11527,NSE,EQUITY,13285,174.50,269,288.00,30-01-2025 00:00:00,NA,,STOCK OF THE DAY: BUY M&MFIN  ,Calls,1,6,24,23-01-2025 13:24:47,True,,Closed,Book profits @ 284,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",M&MFIN,,23-01-2025 13:24:47,0.00,,,0.00
11528,NSE,OPT,109737,9.00,14,1.00,28-01-2025 00:00:00,NA,,STOCK OPTION: SELL LUPIN 2080 PE,Calls,2,10,24,23-01-2025 13:33:58,True,,Closed,SELL LUPIN 2080 PE @  9,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LUPIN 30 Jan 2025 PE 2080.00,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11529,NSE,FUTSTK,35674,582.20,588,568.00,24-01-2025 00:00:00,NA,Book Profit and exit at 570,Equity Futures- Sell AUBANK 30 Jan 2025  ,Calls,2,9,34,23-01-2025 14:00:49,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AUBANK 30 Jan 2025,,23-01-2025 14:00:49,0.00,,,0.00
11530,MCX,OPTCOMM,442300,650.00,715,510.00,23-01-2025 00:00:00,NA,,SELL GOLDM 79000CE ,Calls,2,9,19,23-01-2025 14:41:37,True,,Closed,BOOK PROFIT AND CLOSE GOLDM 79000CE SHORT AT 615—630.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 CE 79000.00,,23-01-2025 14:41:37,0.00,,,0.00
11531,NSE,EQUITY,3351,1837.80,1772,1970.00,30-01-2025 00:00:00,NA,,MOMENTUM CALL - BUY SUNPHARMA,Calls,2,10,34,23-01-2025 14:57:34,True,,Closed,SL Hit @1664.90,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SUNPHARMA,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,1664.90
11532,MCX,OPTCOMM,442310,160.00,215,10.00,23-01-2025 00:00:00,NA,,SELL GOLDM 80000CE ,Calls,2,9,19,23-01-2025 15:02:18,True,,Closed,BOOK PROFIT AND CLOSE GOLDM 80000CE SHORT AT 125—135.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 CE 80000.00,,23-01-2025 15:02:18,0.00,,,0.00
11533,NSE,EQUITY,2783,695.00,682,725.00,24-01-2025 00:00:00,NA,Book profit & eixt at 706.40,BTST call - Buy JUBLINGREA at 695-698 ,Calls,2,10,20,23-01-2025 15:07:27,True,,Closed,BTST call - JUBLINGREA  - Book profit & eixt at 706.40,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",JUBLINGREA,,23-01-2025 15:07:27,0.00,,,0.00
11534,MCX,OPTCOMM,431547,1280.00,1425,1025.00,24-01-2025 00:00:00,NA,BOOK FULL PROFIT 1120,BULLION SILVERM CE SELL ,Calls,2,9,14,23-01-2025 17:51:24,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 19 Feb 2025 CE 95000.00,,23-01-2025 17:51:24,0.00,,,0.00
11535,MCX,OPTCOMM,442300,610.00,700,425.00,24-01-2025 00:00:00,NA,,BULLION GOLDM CE SELL,Calls,2,9,14,23-01-2025 18:56:30,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 CE 79000.00,,23-01-2025 18:56:30,0.00,,,0.00
11536,MCX,FUTCOMM,438577,6540.00,6515,6600.00,23-01-2025 00:00:00,NA,,BUY CRUDEOILM FUT ,Calls,2,9,19,23-01-2025 19:31:40,True,,Closed,BOOK PROFIT AND CLOSE CRUDEOILM FUT 6569.,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 19 Feb 2025,,23-01-2025 19:31:40,0.00,,,0.00
11537,MCX,OPTCOMM,430940,1870.00,2000,1550.00,23-01-2025 00:00:00,NA,,SELL SILVERM 90000PE ,Calls,2,9,19,23-01-2025 23:06:07,True,,Closed,SILVERM 90000PE SHORT TGT ACHIEVED. BOOK PROFIT.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 19 Feb 2025 PE 90000.00,,23-01-2025 23:06:07,0.00,,,0.00
11538,NSE,FUTSTK,35547,5966.50,5920,6100.00,24-01-2025 00:00:00,NA,,Equity Futures- Buy BSE 30 Jan 2025 ,Calls,2,9,34,24-01-2025 09:23:05,False,,Open,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BSE 30 Jan 2025,,24-01-2025 09:23:05,0.00,,,0.00
11539,NSE,OPT,39478,468.00,400,588.00,24-01-2025 00:00:00,NA,Book More 50 @ 570,Risky Buy BNF 48500 PE @ 468  ,Calls,2,9,20,24-01-2025 09:46:46,True,,Closed,Book More 50 @ 570,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 30 Jan 2025 PE 48500.00,,24-01-2025 09:46:46,0.00,,,0.00
11540,NSE,EQUITY,11195,4165.00,4000,4300.00,07-02-2025 00:00:00,NA,,STOCK OF THE DAY - INDIGO ,Calls,1,6,24,24-01-2025 10:25:09,True,,Closed,BOOK PROFIT@4201 ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",INDIGO,,24-01-2025 10:25:09,0.00,,,0.00
11541,NSE,EQUITY,3432,996.00,985,1018.00,28-01-2025 00:00:00,NA,sl hit,BUY TATACONSUM @ 996 ,Calls,2,10,35,24-01-2025 11:10:55,True,,Closed,sl hit,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TATACONSUM,,24-01-2025 11:10:55,0.00,,,0.00
11542,NSE,EQUITY,212,206.90,204,212.00,28-01-2025 00:00:00,NA,sl hit,BUY ASHOKLEY @ 206.9 ,Calls,2,10,35,24-01-2025 11:44:33,True,,Closed,sl hit,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ASHOKLEY,,24-01-2025 11:44:33,0.00,,,0.00
11543,NSE,EQUITY,163,433.00,429.60,439.60,29-01-2025 00:00:00,NA,SL HIT,BUY APOLLOTYRE @ 433 ,Calls,2,10,35,24-01-2025 11:56:53,True,,Closed,SL HIT,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",APOLLOTYRE,,24-01-2025 11:56:53,0.00,,,0.00
11544,NSE,EQUITY,22,2054.00,2028,2101.00,30-01-2025 00:00:00,NA,book profit @ 2078,BUY ACC @ 2054 ,Calls,2,10,35,24-01-2025 12:19:09,True,,Closed,book profit @ 2078,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ACC,,24-01-2025 12:19:09,0.00,,,0.00
11545,NSE,EQUITY,16669,8475.00,8136,8700.00,30-01-2025 00:00:00,NA,,STOCK FUTURES- BUY BAJAJ AUTO JAN FUT@8475 ,Calls,2,10,24,24-01-2025 12:25:30,True,,Closed,exit @ 8405,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BAJAJ-AUTO,,24-01-2025 12:25:30,0.00,,,0.00
11546,NSE,FUTSTK,42487,6093.00,6120,5970.00,24-01-2025 00:00:00,NA,Book Profit and exit at 6049,Equity Futures- Sell POLYCAB 30 Jan 2025 ,Calls,2,9,34,24-01-2025 12:59:42,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",POLYCAB 30 Jan 2025,,24-01-2025 12:59:42,0.00,,,0.00
11547,NSE,EQUITY,5385,1725.00,1670,1815.00,24-01-2025 00:00:00,NA,,STOCK OF THE DAY: BUY AAVAS @ 1725 ,Calls,1,6,24,24-01-2025 13:33:28,True,,Closed,exit @ 1715,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",AAVAS,,24-01-2025 13:33:28,0.00,,,0.00
11548,NSE,OPT,39478,503.00,390,729.00,24-01-2025 00:00:00,NA,Target Achieved,Buy BNF 48500 PE @ 503  ,Calls,2,9,20,24-01-2025 14:16:59,True,,Closed,Target Achieved,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 30 Jan 2025 PE 48500.00,,24-01-2025 14:16:59,0.00,,,0.00
11549,NSE,EQUITY,592,497.00,489,512.00,30-01-2025 00:00:00,NA,SL HIT ,BUY GRAPHITE @ 497 ,Calls,2,10,35,24-01-2025 15:05:59,True,,Closed,SL HIT ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GRAPHITE,,24-01-2025 15:05:59,0.00,,,0.00
11550,MCX,OPTCOMM,442360,350.00,414,220.00,24-01-2025 00:00:00,NA,,SELL GOLDM 80000PE ,Calls,2,9,19,24-01-2025 16:24:32,True,,Closed,BOOK PROFIT AND CLOSE GOLDM 80000PE SHORT AT 300—305.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 PE 80000.00,,24-01-2025 16:24:32,0.00,,,0.00
11551,MCX,OPTCOMM,430940,1500.00,1650,1200.00,24-01-2025 00:00:00,NA,,SELL SILVERM 90000PE ,Calls,2,9,19,24-01-2025 17:55:47,True,,Closed,BOOK PROFIT AND CLOSE SILVERM 90000PE SHORT AT 1400—1390,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 19 Feb 2025 PE 90000.00,,24-01-2025 17:55:47,0.00,,,0.00
11552,MCX,FUTCOMM,438894,292.00,295,287.00,31-01-2025 00:00:00,NA,BOOK FULL PROFIT 289.90,ENERGY NATGASM SELL CALL ,Calls,2,9,14,24-01-2025 18:58:23,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NATGASMINI 25 Feb 2025,,24-01-2025 18:58:23,0.00,,,0.00
11553,MCX,OPTCOMM,442310,414.00,500,275.00,27-01-2025 00:00:00,NA,BOOK FULL PROFIT 334,BULLION GOLDM CE SELL ,Calls,2,9,14,24-01-2025 20:20:53,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 27 Jan 2025 CE 80000.00,,24-01-2025 20:20:53,0.00,,,0.00
11554,MCX,FUTCOMM,438577,6425.00,6450,6380.00,24-01-2025 00:00:00,NA,,SELL CRUDEOILM FUT ,Calls,2,9,19,24-01-2025 20:49:40,True,,Closed,CRUDEOILM SL TRIGGERED PLEASE EXIT.,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",CRUDEOILM 19 Feb 2025,,24-01-2025 20:49:40,0.00,,,0.00
11555,NSE,EQUITY,20374,380.20,374.5,391.50,03-02-2025 00:00:00,NA,SL HIT,BUY COALINDIA @ 380.2 ,Calls,2,10,35,27-01-2025 09:24:56,True,,Closed,Take Profit @394.60,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",COALINDIA,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,394.60
11556,NSE,EQUITY,11483,3485.00,3410,3634.00,10-02-2025 00:00:00,NA,,Stock Of The Day - LT    ,Calls,1,6,13,27-01-2025 10:08:49,True,,Closed,book profits @ 3567,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",LT,,27-01-2025 10:08:49,0.00,,,0.00
11557,NSE,EQUITY,17598,1185.00,1169,1230.00,31-01-2025 00:00:00,NA,,Momentum call - Buy ASALCBR at 1185-1190,Calls,2,10,33,27-01-2025 10:33:19,True,,Closed,SL Hit @1129.40,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ASALCBR,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,1129.40
11558,NSE,FUTSTK,37264,1610.50,1643,1540.00,28-01-2025 00:00:00,NA,Book Partial @ 1594.30 & Trail SL To Cost,Sell Bharti Airtel Fut @ 1610.5  ,Calls,2,9,20,27-01-2025 10:58:57,True,,Closed,Book Partial @ 1594.30 & Trail SL To Cost,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BHARTIARTL 30 Jan 2025,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11559,NSE,FUTSTK,35547,5580.00,5620,5500.00,29-01-2025 00:00:00,NA,,Stock future - SELL BSE 30 Jan 2025 at 5570-5580,Calls,2,10,33,27-01-2025 11:11:44,True,,Closed,Stock future - SELL BSE 30 Jan 2025 at 5570-5580,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BSE 30 Jan 2025,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11560,NSE,FUTSTK,41096,1871.00,1849,1923.00,31-01-2025 00:00:00,NA,,Stock Future -  KOTAKBANK 30 JAN FUT  ,Calls,2,9,13,27-01-2025 11:16:10,True,,Closed,exit & book profits @ 1876,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",KOTAKBANK 30 Jan 2025,,27-01-2025 11:16:10,0.00,,,0.00
11561,NSE,EQUITY,2316,220.00,213,232.00,31-01-2025 00:00:00,NA,Target achieved,Momentum call -Buy HEIDELBERG at 220-221  ,Calls,2,10,33,27-01-2025 11:30:04,True,,Closed,SL Hit @192.94,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",HEIDELBERG,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,192.94
11562,NSE,OPT,112011,155.00,90,255.00,31-01-2025 00:00:00,NA,,Stock Option: MARUTI 30 JAN 12000 CE  ,Calls,2,9,13,27-01-2025 12:29:35,True,,Closed,exit @ 184,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",MARUTI 30 Jan 2025 CE 12000.00,,27-01-2025 12:29:35,0.00,,,0.00
11563,NSE,EQUITY,3045,751.00,734,789.00,10-02-2025 00:00:00,NA,,Stock Of The Day - SBIN ,Calls,1,6,13,27-01-2025 13:03:43,True,,Closed,book profits @ 759.50,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SBIN,,27-01-2025 13:03:43,0.00,,,0.00
11564,NSE,FUTSTK,41019,1781.40,1792,1761.40,28-01-2025 00:00:00,NA,TARGET ACHIEVED 1761.40,Sell ICICIGI Fut @ 1781.40  ,Calls,2,9,20,27-01-2025 14:32:13,True,,Closed,TARGET ACHIEVED 1761.40,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",ICICIGI 30 Jan 2025,,27-01-2025 14:32:13,0.00,,,0.00
11565,MCX,OPTCOMM,444713,1205.00,1280,1025.00,31-01-2025 00:00:00,NA,BOOK FULL PROFIT 1150,BULLION GOLDM CE SELL ,Calls,2,9,14,27-01-2025 17:56:46,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 24 Feb 2025 CE 80000.00,,27-01-2025 17:56:46,0.00,,,0.00
11566,MCX,OPTCOMM,444813,1125.00,1040,1300.00,31-01-2025 00:00:00,NA,BOOK FULL PROFIT 1210,BULLION GOLDM PE BUY ,Calls,2,9,14,27-01-2025 19:56:41,True,,Closed,,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",GOLDM 24 Feb 2025 PE 80000.00,,27-01-2025 19:56:41,0.00,,,0.00
11567,MCX,OPTCOMM,430920,1905.00,2060,1650.00,31-01-2025 00:00:00,NA,TARGET HIT 1650,BULLION SILVERM CE SELL ,Calls,2,9,14,27-01-2025 20:48:06,True,,Closed,,Sell,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",SILVERM 19 Feb 2025 CE 92000.00,,27-01-2025 20:48:06,0.00,,,0.00
11568,NSE,EQUITY,317,7380.00,7278,7582.00,28-01-2025 00:00:00,NA,,STOCK OF THE DAY: BUY  BAJFINANCE ,Calls,1,6,24,28-01-2025 09:54:22,False,,Closed,BOOK PROFITS @ 7495,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BAJFINANCE,,28-01-2025 09:54:22,0.00,,,0.00
11569,NSE,OPT,39488,283.00,177,483.00,28-01-2025 00:00:00,NA,BOOK MORE 25% @ 435,BUY BNF 49000 CE @ 283   ,Calls,2,9,20,28-01-2025 10:01:59,True,,Closed,BOOK MORE 25% @ 435,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",BANKNIFTY 30 Jan 2025 CE 49000.00,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11570,NSE,EQUITY,6705,772.00,750,825.00,31-01-2025 00:00:00,NA,,Momentum call - Buy PAYTM at 772-775 ,Calls,2,10,33,28-01-2025 10:52:04,True,,Closed,Momentum call - PAYTM - Book profit & exit at 799 ,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",PAYTM,,28-01-2025 10:52:04,0.00,,,0.00
11571,NSE,FUTSTK,42457,312.50,306,325.00,30-01-2025 00:00:00,NA,,FUTURES: BUY NTPC JAN FUT @ 312.50 ,Calls,2,10,24,28-01-2025 12:39:18,True,,Closed,book profits @ 317.3,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NTPC 30 Jan 2025,,28-01-2025 12:39:18,0.00,,,0.00
11572,NSE,EQUITY,3426,350.00,337,376.00,04-02-2025 00:00:00,NA,,STOCK OF THE DAY- BUY TATA POWER ,Calls,1,6,24,28-01-2025 13:05:46,True,,Closed,Take Profit @393.65,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TATAPOWER,,04-06-2025 18:50:30,0.00,Auto,04-06-2025 18:50:30,393.65
11573,NSE,FUTSTK,42523,4076.00,4035,4128.00,29-01-2025 00:00:00,NA,,Buy NSE FUTSTK TCS 30JAN2025 @ 4076,Calls,2,9,20,28-01-2025 14:29:03,True,,Closed,Buy NSE FUTSTK TCS 30JAN2025 @ 4076,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",TCS 30 Jan 2025,,04-06-2025 18:52:27,0.00,Auto,04-06-2025 18:52:27,0.00
11574,NSE,FUTSTK,41284,922.35,879,1009.00,31-01-2025 00:00:00,NA,BOOK & EXIT 934.35,Buy Ramco Cement Fut @ 922.35  ,Calls,2,9,20,28-01-2025 14:30:48,True,,Closed,BOOK & EXIT 934.35,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",RAMCOCEM 27 Feb 2025,,28-01-2025 14:30:48,0.00,,,0.00
11575,NSE,OPT,43271,223.00,180,309.00,28-01-2025 00:00:00,NA,SL,Buy Nifty 23000 CE @ 223 ,Calls,2,9,20,28-01-2025 14:34:19,True,,Closed,SL,Buy,"Android,IOS,Exe,Web,WhatsApp,SMS,Email",NIFTY 30 Jan 2025 CE 23000.00,,28-01-2025 14:34:19,0.00,,,0.00
